chrom	window_start	window_end	WW5-5	WW2-6	WW5-3	WW5-6	WW5-4	WW1-4	WW2-1	WW5-1	WW3-1	WW1-2	BH3-2	WW2-5
OX359248.1	15000000	15200000	0.00067	0.001585	0.00029	0.000245	0.000775	0.000355	0.00012	0.00033	0.00208	0.000315	0.00242	0.00012
OX359248.1	15200000	15400000	0.001125	0.000445	0.00074	0.000295	0.000215	0.00158	0.00093	0.00083	0.00305	0.00031	0.003965	0.002145
OX359248.1	15400000	15600000	0.00052	0.00017	0.000165	0.000565	0.00072	0.001125	0.00141	0.000995	0.003325	0.001135	0.0037	0.002325
OX359248.1	15600000	15800000	0.00082	0.00062	0.00033	0.00032	0.00014	0.00093	0.000665	0.000465	0.00283	0.00029	0.003275	0.002305
OX359248.1	15800000	16000000	0.001535	0.000415	0.000355	0.000715	0.0012	0.002915	0.000555	0.001065	0.003065	0.00047	0.003285	0.00312
OX359248.1	16000000	16200000	0.001665	0.001185	0.00145	0.001	0.001295	0.0036	0.0022	0.001515	0.003095	0.00135	0.003795	0.003355
OX359248.1	16200000	16400000	0.000455	0.00157	0.002745	0.00166	0.00055	0.00352	0.00196	0.00153	0.00348	0.001175	0.00413	0.003495
OX359248.1	16400000	16600000	0.00093	0.001135	0.002035	0.001605	0.001335	0.00438	0.00128	0.001805	0.004205	0.00164	0.00457	0.00436
OX359248.1	16600000	16800000	0.002745	0.000135	0.00161	0.000495	0.00196	0.006495	0.00054	0.000625	0.00549	0.000365	0.005475	0.00587
OX359248.1	16800000	17000000	0.001025	4e-05	0.000865	0.000835	0.000725	0.001555	0.000105	0.00084	0.00177	0.00075	0.001755	0.00136
OX359248.1	17000000	17200000	0.001105	0.0	0.001795	0.000445	0.000855	0.00154	0.0018	0.00111	0.004095	0.001075	0.00448	0.001365
OX359248.1	17200000	17400000	0.002025	0.002625	0.00182	0.00216	0.001765	0.00507	0.002215	0.002115	0.00515	0.00087	0.00477	0.00583
OX359248.1	17400000	17600000	0.00122	0.001	0.000955	0.00059	0.000745	0.00232	0.00113	0.00095	0.005315	0.000785	0.00383	0.002925
OX359248.1	17600000	17800000	0.000975	0.001265	0.001415	0.00079	0.00134	0.0012	0.001335	0.00097	0.002695	0.000355	0.00269	0.002785
OX359248.1	17800000	18000000	0.001475	0.000895	0.001115	0.001425	0.001135	0.0034	0.001195	0.001675	0.004095	0.00067	0.004345	0.002455
OX359248.1	18000000	18200000	0.00368	0.00158	0.001755	0.003255	0.001885	0.004375	0.00164	0.001935	0.006285	0.00249	0.005465	0.004795
OX359248.1	18200000	18400000	0.002415	0.000815	0.001885	0.001385	0.00248	0.00371	0.002025	0.00165	0.004025	0.002915	0.00455	0.003885
OX359248.1	18400000	18600000	0.0011	0.00095	0.001055	0.00119	0.000985	0.001385	0.001185	0.00078	0.00245	0.00067	0.00262	0.002005
OX359248.1	18600000	18800000	0.004645	0.00278	0.00298	0.003895	7.5e-05	0.0033	0.001135	0.002145	0.005335	0.00229	0.00529	0.003455
OX359248.1	18800000	19000000	0.00864	0.00855	0.006955	0.00438	0.00347	0.00838	0.00683	0.00157	0.00692	1e-05	0.00417	0.0039
OX359248.1	19000000	19200000	0.00697	0.006795	0.00547	0.007155	0.0017	0.00857	0.00591	0.00121	0.005665	0.00385	0.00444	0.00503
OX359248.1	19200000	19400000	0.002135	0.002465	0.00301	0.001055	0.000465	0.002415	0.00126	0.001705	0.003975	0.001685	0.00484	0.00209
OX359248.1	19400000	19600000	0.001005	0.00109	0.00186	0.00104	0.0	0.003795	0.00074	0.000945	0.001935	0.00322	0.00441	0.00328
OX359248.1	19600000	19800000	0.000565	0.0004	0.001605	0.00058	0.000205	0.00479	0.0011	0.000625	0.000755	0.000985	0.003785	0.003755
OX359248.1	19800000	20000000	0.001655	0.00151	0.00161	0.00154	0.001745	0.003985	0.001265	0.00121	0.00134	0.00147	0.00375	0.003805
OX359248.1	20000000	20200000	0.00096	0.000415	0.000665	0.000325	0.000575	0.003615	0.000465	0.00021	0.000215	0.000525	0.0032	0.00357
OX359248.1	20200000	20400000	0.001745	0.001815	0.001465	0.00192	0.001845	0.00425	0.00183	0.001775	0.002395	0.00086	0.004525	0.005005
OX359248.1	20400000	20600000	0.001385	0.002325	0.001625	0.00194	0.00143	0.00389	0.00188	0.00214	0.00152	0.001515	0.004555	0.003605
OX359248.1	20600000	20800000	0.00141	0.003595	0.0013	0.003715	0.001655	0.003315	0.00317	0.00177	0.00446	0.00155	0.00436	0.002305
OX359248.1	20800000	21000000	0.00211	0.001185	0.001535	0.00103	0.0025	0.003665	0.00265	0.00272	0.002215	0.002555	0.00334	0.001395
OX359248.1	21000000	21200000	0.00032	0.00081	0.000855	0.0004	0.000675	0.000925	0.000605	0.00086	0.00068	0.000265	0.00124	0.001205
OX359248.1	21200000	21400000	0.00132	0.000985	0.00144	0.001435	0.00108	0.00365	0.00111	0.00104	0.00124	0.000415	0.004805	0.00363
OX359248.1	21400000	21600000	0.00197	0.00216	0.001105	0.002305	0.001345	0.00299	0.00076	0.00149	0.002115	0.002555	0.005425	0.00319
OX359248.1	21600000	21800000	0.00203	0.001445	0.002035	0.004335	0.001635	0.003735	0.00398	0.000755	0.00298	0.00573	0.00731	0.00108
OX359248.1	21800000	22000000	0.002775	0.00137	0.000595	0.003395	0.00221	0.00474	0.001935	0.00424	0.00231	0.00238	0.00576	0.00441
OX359248.1	22000000	22200000	0.000405	0.000295	0.00032	0.000415	0.00131	0.00023	0.000255	0.001195	0.001265	0.000255	0.002805	0.00245
OX359248.1	22200000	22400000	0.00225	0.001105	0.000205	0.0008	0.001175	0.002845	0.00151	0.001935	0.00092	0.00101	0.004685	0.00205
OX359248.1	22400000	22600000	0.00067	0.00063	0.000375	0.00135	0.000945	0.00166	0.00101	0.000835	0.002445	0.00068	0.00472	0.004225
OX359248.1	22600000	22800000	0.00178	0.00231	0.00072	0.00243	0.00164	0.00381	0.00136	0.00186	0.00179	0.001965	0.005705	0.004525
OX359248.1	22800000	23000000	0.001485	0.001265	0.00105	0.003155	0.0012	0.00296	0.001315	0.001825	0.00291	0.00221	0.00483	0.004985
OX359248.1	23000000	23200000	0.00145	0.001215	0.00052	0.00157	0.000715	0.000505	0.00169	0.000605	0.001115	0.00149	0.004795	0.002355
OX359248.1	23200000	23400000	0.00111	0.00192	0.00106	0.001585	0.001345	0.002525	0.001805	0.001315	0.001795	0.00166	0.00376	0.001515
OX359248.1	23400000	23600000	0.0004	0.00061	0.000795	0.00051	0.000455	0.000595	0.00055	0.0002	0.00023	0.000355	0.001295	0.000895
OX359248.1	23600000	23800000	0.0016	0.0003	0.00081	0.000235	0.00135	0.000135	0.00141	0.000575	0.000695	0.001145	0.002415	0.00262
OX359248.1	23800000	24000000	0.002185	0.00189	0.00042	0.001075	0.001125	0.00105	0.00269	0.00145	0.000665	0.002165	0.002035	0.0024
OX359248.1	24000000	24200000	0.000935	0.002715	0.00156	0.001775	0.00168	0.001885	0.0011	0.00238	0.00166	0.00202	0.00436	0.00332
OX359248.1	24200000	24400000	0.00225	0.000975	0.000685	0.000375	0.001615	0.00293	0.00197	0.00186	0.00087	0.000455	0.002925	0.002375
OX359248.1	24400000	24600000	1.5e-05	1e-05	5e-06	1e-05	3e-05	0.00016	5e-06	3.5e-05	1e-05	2.5e-05	0.00015	2.5e-05
OX359248.1	24600000	24800000	0.001015	0.00042	0.00049	0.000855	0.00082	0.00403	0.00075	0.00048	0.00092	0.00033	0.00447	0.00224
OX359248.1	24800000	25000000	4.5e-05	3e-05	0.000145	2e-05	3e-05	0.00301	2.5e-05	2.5e-05	0.000315	4.5e-05	0.004305	0.002275
OX359248.1	25000000	25200000	0.001025	0.001235	0.000365	0.00076	0.0003	0.00274	0.000535	0.000225	0.00146	0.002855	0.004465	0.00491
OX359248.1	25200000	25400000	0.00134	0.00137	0.001735	0.00117	0.002145	0.00347	0.001785	0.00136	0.00193	0.001905	0.004205	0.004105
OX359248.1	25400000	25600000	0.00116	0.004575	0.002465	0.00316	0.003465	0.00318	0.00236	0.00093	0.00173	0.003235	0.00475	0.003105
OX359248.1	25600000	25800000	0.003065	0.00249	0.001795	0.00235	0.00249	0.003555	0.00325	0.00219	0.001355	0.001875	0.004875	0.002315
OX359248.1	25800000	26000000	0.00203	0.00588	0.00187	0.00329	0.00204	0.005525	0.00366	0.004625	0.001435	0.00202	0.006	0.00342
OX359248.1	26000000	26200000	0.000945	0.004225	0.004245	0.00386	0.001925	0.001765	0.004855	0.001695	0.0034	0.000215	0.00127	0.00148
OX359248.1	26200000	26400000	0.00431	0.003115	0.00211	0.00348	0.004065	0.00412	0.003865	0.003365	0.002905	0.001445	0.005355	0.003995
OX359248.1	26400000	26600000	0.00355	0.00081	0.0027	0.001435	0.002075	0.002845	0.003	0.002705	0.000865	0.00317	0.00409	0.00058
OX359248.1	26600000	26800000	0.002195	0.0017	0.002675	0.002555	0.00139	0.00466	0.002435	0.003535	0.0009	0.003375	0.00329	0.003475
OX359248.1	26800000	27000000	0.00151	0.00199	0.00146	0.001815	0.00162	0.00188	0.001735	0.00154	0.00199	0.001995	0.00253	0.00365
OX359248.1	27000000	27200000	0.004605	0.004375	0.003785	0.001475	0.00276	0.00143	0.00085	0.00336	0.00074	0.003975	0.003045	0.005275
OX359248.1	27200000	27400000	0.002135	0.003455	0.00307	0.00198	0.003095	0.00408	0.002035	0.00168	0.001545	0.002245	0.002055	0.004305
OX359248.1	27400000	27600000	0.001165	0.000825	0.00092	0.0006	0.00164	0.00385	0.00188	0.000745	0.001185	0.00068	0.000265	0.001255
OX359248.1	27600000	27800000	3e-05	0.000535	0.00072	0.000595	0.00091	0.001215	0.000345	0.000595	0.00078	0.00058	0.0019	0.0033
OX359248.1	27800000	28000000	0.00065	0.00064	0.000585	0.001135	0.001195	0.001105	0.0017	0.000815	0.001055	0.00134	0.00123	0.00294
OX359248.1	28000000	28200000	0.001385	0.001405	0.001555	0.00156	0.00169	0.002335	0.00147	0.001755	0.00177	0.002075	0.002095	0.003255
OX359248.1	28200000	28400000	0.000515	0.000635	0.00046	0.000445	0.000345	0.003935	0.00042	0.001635	0.00061	0.000185	0.003695	0.003825
OX359248.1	28400000	28600000	0.000165	0.000835	0.001285	0.00089	0.002065	0.00452	0.000565	0.000975	0.00149	0.000945	0.004325	0.00253
OX359248.1	28600000	28800000	0.00082	0.00145	0.0014	0.00115	0.001785	0.00311	0.002035	0.00222	0.00171	0.00095	0.003705	0.002855
OX359248.1	28800000	29000000	0.000995	0.00223	0.00127	0.00193	0.001525	0.00418	0.0006	0.001695	0.002195	0.00143	0.004905	0.00339
OX359248.1	29000000	29200000	0.0032	0.003785	0.00101	0.00327	0.00416	0.004945	0.00306	0.003305	0.00363	0.00219	0.00347	0.003495
OX359248.1	29200000	29400000	0.001985	0.000575	0.001035	0.002415	0.002605	0.00265	0.003705	0.003105	0.002655	0.003325	0.001715	0.00319
OX359248.1	29400000	29600000	0.003625	0.003075	0.001685	0.001785	0.002265	0.00213	0.001395	0.00197	0.00226	0.00135	0.00324	0.0016
OX359248.1	29600000	29800000	0.00137	0.002025	0.00065	0.002585	0.00181	0.00289	0.00179	0.001565	0.000455	0.00136	0.00434	0.00095
OX359248.1	29800000	30000000	0.00042	0.000745	0.000525	0.00089	0.00027	0.002955	0.00125	0.00029	0.00014	0.000655	0.002275	0.00366
OX359248.1	30000000	30200000	0.00167	0.00198	0.002165	0.00047	0.00186	0.00356	0.00084	0.00142	0.001005	0.00142	0.001385	0.00337
OX359248.1	30200000	30400000	0.001175	0.000895	0.00051	0.001385	0.000965	0.00451	0.001095	0.0013	0.001	0.0006	0.001495	0.004565
OX359248.1	30400000	30600000	0.00106	0.001595	0.001265	0.000865	0.00112	0.004515	0.00146	0.00116	0.001375	0.00122	0.0016	0.00262
OX359248.1	30600000	30800000	0.002365	0.002035	0.00126	0.00428	0.000965	0.004625	0.001265	0.00197	0.003145	0.002895	0.004635	0.00177
OX359248.1	30800000	31000000	0.002495	0.00171	0.00258	0.001915	0.00136	0.003985	0.002605	0.001295	0.000915	0.00262	0.003055	0.003475
OX359248.1	31000000	31200000	0.0005	0.00043	0.000655	0.00042	0.000425	0.00404	0.00047	0.000475	0.00125	0.00047	0.003525	0.00404
OX359248.1	31200000	31400000	0.001035	0.00113	0.000295	0.000415	0.00088	0.004435	0.00057	0.00095	0.00257	0.00081	0.00183	0.004545
OX359248.1	31400000	31600000	0.000925	0.001105	0.001205	0.00124	0.00048	0.00185	0.000425	0.0006	0.00059	0.000575	0.001735	0.001965
OX359248.1	31600000	31800000	0.000805	0.000795	0.00043	0.001745	0.001505	0.00139	0.001175	0.001775	0.000875	0.00239	0.00194	0.0031
OX359248.1	31800000	32000000	0.00099	0.00101	0.00087	0.00076	0.000795	0.00287	0.000905	0.001065	0.000995	0.00137	0.002445	0.0032
OX359248.1	32000000	32200000	0.000685	0.001395	0.00063	0.001475	0.001385	0.00268	0.00111	0.001615	0.00093	0.000855	0.00245	0.002595
OX359248.1	32200000	32400000	0.00123	0.00079	0.001305	0.00083	0.000725	0.002525	0.000525	0.000605	0.000725	0.000885	0.001845	0.001435
OX359248.1	32400000	32600000	0.0015	0.00092	0.00178	0.00085	0.00143	0.00314	0.00141	0.001595	0.001465	0.00055	0.0017	0.002535
OX359248.1	32600000	32800000	0.00523	0.001955	0.00236	0.00103	0.00098	0.006225	0.002345	0.00136	0.00203	0.00223	0.00125	0.005485
OX359248.1	32800000	33000000	0.001825	0.002915	0.001205	0.000605	0.001805	0.00482	0.00184	0.001385	0.00175	0.001005	0.00442	0.00143
OX359248.1	33000000	33200000	0.00036	0.00043	0.00183	0.000645	0.000225	0.00267	0.00051	0.00207	0.00039	0.000175	0.00252	0.0026
OX359248.1	33200000	33400000	0.001805	0.001165	0.000455	0.00213	0.001895	0.003855	0.00215	0.00044	0.00343	0.000875	0.000305	0.00298
OX359248.1	33400000	33600000	0.00143	0.00089	0.00161	0.00158	0.00096	0.005135	0.001455	0.00074	0.004255	0.002125	0.00152	0.004395
OX359248.1	33600000	33800000	0.001165	0.000455	0.00105	0.002705	0.000725	0.004775	0.00218	0.00114	0.00131	0.00125	0.003485	0.00384
OX359248.1	33800000	34000000	0.0015	0.002305	0.00049	0.00063	0.002555	0.004395	0.002185	0.00241	0.000195	0.00266	0.00401	0.004095
OX359248.1	34000000	34200000	0.000605	0.000675	0.00059	0.00057	0.000915	0.002875	0.000405	0.000395	0.000555	0.000545	0.00284	0.002865
OX359248.1	34200000	34400000	0.001115	0.001235	0.001345	0.001545	0.00036	0.00269	0.001245	0.001055	0.000745	0.00065	0.003535	0.002485
OX359248.1	34400000	34600000	0.000135	0.00074	0.0007	0.000755	0.00063	0.003085	0.000445	0.000775	0.000585	0.000795	0.001745	0.002745
OX359248.1	34600000	34800000	0.001055	0.00145	0.00196	0.001395	0.00174	0.00225	0.00117	0.0015	0.00229	0.00151	0.00316	0.00281
OX359248.1	34800000	35000000	0.001555	0.001895	0.00079	0.000535	0.00192	0.003755	0.002	0.001775	0.00048	0.001375	0.00466	0.00434
OX359248.1	35000000	35200000	0.001195	0.00149	0.001645	0.00077	0.00106	0.003395	0.00249	0.001115	0.001175	0.00153	0.00398	0.001565
OX359248.1	35200000	35400000	0.000665	0.00016	0.00032	0.00095	0.00066	0.00199	0.000245	0.00134	0.001845	0.00063	0.004065	0.00089
OX359248.1	35400000	35600000	0.001115	0.00156	0.00157	0.00192	0.0013	0.003815	0.001795	0.001995	0.00204	0.00132	0.00437	0.004025
OX359248.1	35600000	35800000	0.002135	0.002415	0.00222	0.00261	0.00145	0.003735	0.0028	0.001745	0.00199	0.00134	0.00255	0.001665
OX359248.1	35800000	36000000	0.000525	0.00188	0.00113	0.0005	0.001065	0.002425	0.00125	0.00041	0.000675	0.000305	0.00139	0.001325
OX359248.1	36000000	36200000	0.0006	0.000975	0.001115	0.000675	0.001435	0.0025	0.00128	0.00128	0.00126	0.00066	0.00187	0.002445
OX359248.1	36200000	36400000	0.00228	0.0019	0.001925	0.002075	0.00189	0.001565	0.00362	0.00329	0.002515	0.00316	0.002285	0.003965
OX359248.1	36400000	36600000	0.00158	0.001885	0.001475	0.00195	0.00196	0.004415	0.001715	0.002015	0.001935	0.00145	0.00431	0.003835
OX359248.1	36600000	36800000	0.000875	0.001655	0.000705	0.00142	0.001325	0.00337	0.001325	0.000705	0.001565	0.00176	0.00314	0.00301
OX359248.1	36800000	37000000	8.5e-05	0.0034	0.000145	0.003125	0.00343	0.00189	0.003375	0.002785	0.000775	8e-05	0.001005	0.00352
OX359248.1	37000000	37200000	0.000225	0.00091	0.001325	0.001435	0.001735	0.001455	0.001005	0.00136	0.000675	0.001315	0.00329	0.00011
OX359248.1	37200000	37400000	0.00419	0.00351	0.00173	0.001095	0.00119	0.002135	0.003895	0.00122	0.0042	0.00197	0.004635	0.005135
OX359248.1	37400000	37600000	0.00143	0.001535	0.003695	0.00175	0.003845	0.00428	0.001705	0.003345	0.00471	0.00113	0.005645	0.0067
OX359248.1	37600000	37800000	0.002855	0.00108	0.002315	0.001285	0.00211	0.00169	0.002235	9.5e-05	0.002815	0.002395	0.00401	0.003205
OX359248.1	37800000	38000000	0.001005	0.00197	0.001975	0.002325	0.002525	0.003795	0.00193	0.00154	0.002385	0.00254	0.002735	0.003615
OX359248.1	38000000	38200000	0.00151	0.001495	0.001035	0.001235	0.002195	0.00291	0.002595	0.001535	0.000875	0.00248	0.00325	0.003195
OX359248.1	38200000	38400000	0.001085	0.00201	0.002415	0.00162	0.001735	0.00585	0.00186	0.00042	0.0005	0.000665	0.00585	0.00642
OX359248.1	38400000	38600000	0.000725	0.00338	0.001505	0.00202	0.00172	0.00468	0.00059	0.000605	0.0022	0.0006	0.004755	0.004595
OX359248.1	38600000	38800000	0.00212	0.001305	0.002395	0.0012	0.001695	0.00304	0.00202	0.00086	0.00126	0.0011	0.002835	0.003075
OX359248.1	38800000	39000000	0.000955	0.000475	0.00061	0.00062	0.00065	0.00139	0.001005	0.000495	0.000615	0.00068	0.00197	0.00092
OX359248.1	39000000	39200000	0.000935	0.000795	0.00075	0.000815	0.000685	0.001685	0.00086	0.000775	0.00065	0.000825	0.001745	0.001835
OX359248.1	39200000	39400000	0.000715	0.00078	0.00053	0.001045	0.00044	0.00186	0.00109	0.000265	0.000575	0.00046	0.001865	0.00193
OX359248.1	39400000	39600000	0.00114	0.000625	0.00098	0.0011	0.000765	0.00231	0.00102	0.000435	0.00045	0.00054	0.00239	0.001385
OX359248.1	39600000	39800000	0.00061	0.00183	0.00118	0.001405	0.000755	0.002735	0.0006	0.00055	0.00143	0.00026	0.003585	0.00131
OX359248.1	39800000	40000000	0.00232	0.00171	0.002645	0.000935	0.0026	0.00522	0.001385	0.001725	0.001175	0.002225	0.005775	0.00575
OX359248.1	40000000	40200000	0.000455	0.001135	0.001435	0.00037	0.00033	0.001035	0.00105	0.00022	0.00118	0.000725	0.0007	0.00302
OX359248.1	40200000	40400000	0.00076	0.00131	0.001305	0.001655	0.00193	0.004535	0.00283	0.000945	0.001755	0.001125	0.00566	0.00468
OX359248.1	40400000	40600000	0.001235	0.002005	0.00069	0.000605	0.001325	0.00406	0.001405	0.00163	0.002	0.001195	0.00136	0.004295
OX359248.1	40600000	40800000	0.000365	0.000595	0.00025	0.000375	0.00039	0.001415	0.000435	0.00054	0.00035	0.000585	0.007025	0.00726
OX359248.1	40800000	41000000	0.000205	0.001425	3.5e-05	0.000455	0.00017	0.00506	0.000695	0.00044	5e-05	0.000675	0.006655	0.006685
OX359248.1	41000000	41200000	0.00095	0.00119	0.00075	0.001455	0.001265	0.00411	0.00031	0.00097	0.000945	0.000775	0.00507	0.00453
OX359248.1	41200000	41400000	0.001345	0.00411	0.00377	0.003875	0.004075	0.001555	8.5e-05	0.001145	0.00117	0.004105	0.00489	0.00439
OX359248.1	41400000	41600000	0.00242	0.002995	0.002605	0.003585	0.003195	0.003515	0.002865	0.00367	0.00134	0.002195	0.00298	0.00327
OX359248.1	41600000	41800000	0.00221	0.00261	0.002295	0.001965	0.002365	0.002385	0.00235	0.00198	0.000545	0.00214	0.00252	0.00174
OX359248.1	41800000	42000000	0.001815	0.000905	0.00076	0.000885	0.00122	0.000935	0.00167	0.000875	0.001355	0.000785	0.001235	0.00151
OX359248.1	42000000	42200000	0.001145	0.00216	0.001525	0.002965	0.00112	0.00124	0.001125	0.001045	0.001105	0.00118	0.00097	0.000965
OX359248.1	42200000	42400000	0.00092	0.000755	0.00171	0.001925	0.00068	0.00126	0.000835	0.000775	0.000975	0.00108	0.00073	0.00064
OX359248.1	42400000	42600000	0.00112	0.00102	0.002245	0.00215	0.000675	0.000715	0.00067	0.00083	0.001055	0.000825	0.00041	0.001015
OX359248.1	42600000	42800000	0.00149	0.00088	0.00162	0.000835	0.002215	0.00214	0.00234	0.001075	0.00194	0.000395	0.00057	0.00088
OX359248.1	42800000	43000000	0.003	0.001705	0.00116	0.001145	0.00162	0.001125	0.001565	0.00054	0.000885	0.001055	0.000995	0.000945
OX359248.1	43000000	43200000	0.001025	0.001325	0.001465	0.00141	0.00292	0.001525	0.00299	0.000695	0.0006	0.001025	0.002815	0.001465
OX359248.1	43200000	43400000	0.002065	0.00186	0.001625	0.00147	0.001985	0.001935	0.00141	0.00104	0.00155	0.00094	0.001235	0.00164
OX359248.1	43400000	43600000	0.001695	0.001725	0.00199	0.00138	0.00174	0.000575	0.00125	0.001595	0.00133	0.001575	0.000115	0.001365
OX359248.1	43600000	43800000	0.001625	0.00153	0.00193	0.00134	0.00113	0.00192	0.001935	0.001325	0.00131	0.001215	8.5e-05	0.001435
OX359248.1	43800000	44000000	0.000835	0.000925	0.000625	0.001035	0.000825	0.000875	0.00109	0.00096	0.00068	0.00067	4.5e-05	0.000605
OX359248.1	44000000	44200000	1e-05	1e-05	4e-05	3e-05	2e-05	1e-05	1e-05	1e-05	2.5e-05	2.5e-05	1e-05	1.5e-05
OX359248.1	44200000	44400000	2e-05	2e-05	1.5e-05	1.5e-05	0.0	4.5e-05	2.5e-05	5e-06	5e-06	1.5e-05	5e-06	5e-06
OX359248.1	44400000	44600000	1.5e-05	5e-06	0.0	0.0	0.0	0.0	1e-05	1e-05	0.0	0.0	0.0	0.0
OX359248.1	44600000	44800000	0.001315	0.00195	0.00133	0.001135	0.00113	0.001815	0.001625	0.001795	0.000945	0.00167	2.5e-05	0.00198
OX359248.1	44800000	45000000	0.001805	0.00164	0.00195	0.001685	0.001755	0.00196	0.00177	0.002135	0.00172	0.0019	0.000125	0.001305
OX359248.1	45000000	45200000	0.00042	0.000705	0.00076	0.00017	0.00025	0.0002	0.000185	0.00069	0.00024	0.000135	0.0001	0.00069
OX359248.1	45200000	45400000	0.00038	0.000495	0.000475	0.00058	0.000725	0.000485	0.000515	0.00111	0.000325	0.00038	1.5e-05	0.001145
OX359248.1	45400000	45600000	0.001405	0.000645	0.00036	0.000345	0.00069	0.000795	0.000685	0.00077	0.00022	0.001095	0.000545	0.000805
OX359248.1	45600000	45800000	0.002335	0.000775	0.000765	0.00107	0.000765	0.000895	0.00098	0.000685	0.00065	0.001205	0.00065	0.000945
OX359248.1	45800000	46000000	0.002485	0.00125	0.000285	0.00027	0.00122	0.00026	0.00035	0.001835	0.000785	0.000305	0.0	0.000265
OX359248.1	46000000	46200000	0.004895	0.00024	0.000405	0.000115	0.00024	0.000195	0.000225	0.00026	8e-05	0.00029	1e-05	0.000415
OX359248.1	46200000	46400000	0.003945	0.001	0.000525	0.000995	0.00071	0.000695	0.00112	0.00075	0.0006	0.000275	0.000375	0.000515
OX359248.1	46400000	46600000	0.004865	0.00132	0.00145	0.000655	0.001425	0.0006	0.00155	0.000585	0.001315	0.002515	0.000615	0.001085
OX359248.1	46600000	46800000	0.005535	0.000215	0.00018	0.00022	0.00034	0.00167	0.000245	0.00012	2.5e-05	0.000205	1.5e-05	0.000245
OX359248.1	46800000	47000000	0.00702	0.001055	0.001345	0.00107	0.000765	0.000955	0.000725	0.001535	0.000675	0.001015	0.000105	0.000865
OX359248.1	47000000	47200000	0.006465	0.00039	0.000795	0.001105	0.000955	0.00089	8.5e-05	0.0007	0.00079	0.000585	2.5e-05	0.000225
OX359248.1	47200000	47400000	0.00689	0.000875	0.001365	0.000185	0.000475	0.001705	0.001415	0.000995	0.000215	0.001305	0.000125	0.00126
OX359248.1	47400000	47600000	0.00894	0.00143	0.00207	0.001015	0.00083	0.001185	0.000995	0.001395	0.000875	0.00113	9e-05	0.00152
OX359248.1	47600000	47800000	0.004385	0.002055	0.00272	0.002395	0.00205	0.00103	0.00247	0.00224	0.00238	0.001315	0.00187	0.001855
OX359248.1	47800000	48000000	0.00454	0.000725	0.00028	0.00063	0.000135	0.000135	0.00062	0.00048	0.00057	8.5e-05	0.00033	0.000425
OX359248.1	48000000	48200000	0.003245	0.00024	0.00025	0.000165	0.000225	0.00025	0.000315	0.000245	0.00019	0.000305	0.00029	0.000265
OX359248.1	48200000	48400000	0.004415	0.00034	0.000405	0.00052	0.000155	0.001165	0.000545	0.00026	0.000135	0.000165	0.000745	0.00028
OX359248.1	48400000	48600000	0.00545	0.001995	0.000835	0.000825	0.001945	0.00224	0.00134	0.00198	0.002695	0.001725	0.00179	0.001485
